boroughs,age,ageValue,occupation,occupationValue
Hounslow,age18,3109,skilledTrade,12138
Hounslow,age18,3109,service,11345
Hounslow,age18,3109,sales,11117
Hounslow,age18,3109,manual,10067
Hounslow,age18,3109,elementary,18636
Hounslow,age19,2721,management,17914
Hounslow,age19,2721,professional,27755
Hounslow,age19,2721,technical,17668
Hounslow,age19,2721,admin,12160
Hounslow,age19,2721,skilledTrade,12138
Hounslow,age19,2721,service,11345
Hounslow,age19,2721,sales,11117
Hounslow,age19,2721,manual,10067
Hounslow,age19,2721,elementary,18636
Hounslow,age20,2901,management,17914
Hounslow,age20,2901,professional,27755
Hounslow,age20,2901,technical,17668
Hounslow,age20,2901,admin,12160
Hounslow,age20,2901,skilledTrade,12138
Hounslow,age20,2901,service,11345
Hounslow,age20,2901,sales,11117
Hounslow,age20,2901,manual,10067
Hounslow,age20,2901,elementary,18636
Hounslow,age21,2883,management,17914
Hounslow,age21,2883,professional,27755
Hounslow,age21,2883,technical,17668
Hounslow,age21,2883,admin,12160
Hounslow,age21,2883,skilledTrade,12138
Hounslow,age21,2883,service,11345
Hounslow,age21,2883,sales,11117
Hounslow,age21,2883,manual,10067
Hounslow,age21,2883,elementary,18636
Hounslow,age22,3307,management,17914
Hounslow,age22,3307,professional,27755
Hounslow,age22,3307,technical,17668
Hounslow,age22,3307,admin,12160
Hounslow,age22,3307,skilledTrade,12138
Hounslow,age22,3307,service,11345
Hounslow,age22,3307,sales,11117
Hounslow,age22,3307,manual,10067
Hounslow,age22,3307,elementary,18636
Hounslow,age23,3709,management,17914
Hounslow,age23,3709,professional,27755
Hounslow,age23,3709,technical,17668
Hounslow,age23,3709,admin,12160
Hounslow,age23,3709,skilledTrade,12138
Hounslow,age23,3709,service,11345
Hounslow,age23,3709,sales,11117
Hounslow,age23,3709,manual,10067
Hounslow,age23,3709,elementary,18636
Hounslow,age24,3956,management,17914
Hounslow,age24,3956,professional,27755
Hounslow,age24,3956,technical,17668
Hounslow,age24,3956,admin,12160
Hounslow,age24,3956,skilledTrade,12138
Hounslow,age24,3956,service,11345
Hounslow,age24,3956,sales,11117
Hounslow,age24,3956,manual,10067
Hounslow,age24,3956,elementary,18636
Hounslow,age25,4003,management,17914
Hounslow,age25,4003,professional,27755
Hounslow,age25,4003,technical,17668
Hounslow,age25,4003,admin,12160
Hounslow,age25,4003,skilledTrade,12138
Hounslow,age25,4003,service,11345
Hounslow,age25,4003,sales,11117
Hounslow,age25,4003,manual,10067
Hounslow,age25,4003,elementary,18636
Hounslow,age26,3955,management,17914
Hounslow,age26,3955,professional,27755
Hounslow,age26,3955,technical,17668
Hounslow,age26,3955,admin,12160
Hounslow,age26,3955,skilledTrade,12138
Hounslow,age26,3955,service,11345
Hounslow,age26,3955,sales,11117
Hounslow,age26,3955,manual,10067
Hounslow,age26,3955,elementary,18636
Hounslow,age27,4123,management,17914
Hounslow,age27,4123,professional,27755
Hounslow,age27,4123,technical,17668
Hounslow,age27,4123,admin,12160
Hounslow,age27,4123,skilledTrade,12138
Hounslow,age27,4123,service,11345
Hounslow,age27,4123,sales,11117
Hounslow,age27,4123,manual,10067
Hounslow,age27,4123,elementary,18636
Hounslow,age28,4329,management,17914
Hounslow,age28,4329,professional,27755
Hounslow,age28,4329,technical,17668
Hounslow,age28,4329,admin,12160
Hounslow,age28,4329,skilledTrade,12138
Hounslow,age28,4329,service,11345
Hounslow,age28,4329,sales,11117
Hounslow,age28,4329,manual,10067
Hounslow,age28,4329,elementary,18636
Hounslow,age29,4398,management,17914
Hounslow,age29,4398,professional,27755
Hounslow,age29,4398,technical,17668
Hounslow,age29,4398,admin,12160
Hounslow,age29,4398,skilledTrade,12138
Hounslow,age29,4398,service,11345
Hounslow,age29,4398,sales,11117
Hounslow,age29,4398,manual,10067
Hounslow,age29,4398,elementary,18636
Hounslow,age30,4650,management,17914
Hounslow,age30,4650,professional,27755
Hounslow,age30,4650,technical,17668
Hounslow,age30,4650,admin,12160
Hounslow,age30,4650,skilledTrade,12138
Hounslow,age30,4650,service,11345
Hounslow,age30,4650,sales,11117
Hounslow,age30,4650,manual,10067
Hounslow,age30,4650,elementary,18636
Hounslow,age31,4859,management,17914
Hounslow,age31,4859,professional,27755
Hounslow,age31,4859,technical,17668
Hounslow,age31,4859,admin,12160
Hounslow,age31,4859,skilledTrade,12138
Hounslow,age31,4859,service,11345
Hounslow,age31,4859,sales,11117
Hounslow,age31,4859,manual,10067
Hounslow,age31,4859,elementary,18636
Hounslow,age32,5165,management,17914
Hounslow,age32,5165,professional,27755
Hounslow,age32,5165,technical,17668
Hounslow,age32,5165,admin,12160
Hounslow,age32,5165,skilledTrade,12138
Hounslow,age32,5165,service,11345
Hounslow,age32,5165,sales,11117
Hounslow,age32,5165,manual,10067
Hounslow,age32,5165,elementary,18636
Hounslow,age33,5210,management,17914
Hounslow,age33,5210,professional,27755
Hounslow,age33,5210,technical,17668
Hounslow,age33,5210,admin,12160
Hounslow,age33,5210,skilledTrade,12138
Hounslow,age33,5210,service,11345
Hounslow,age33,5210,sales,11117
Hounslow,age33,5210,manual,10067
Hounslow,age33,5210,elementary,18636
Hounslow,age34,5025,management,17914
Hounslow,age34,5025,professional,27755
Hounslow,age34,5025,technical,17668
Hounslow,age34,5025,admin,12160
Hounslow,age34,5025,skilledTrade,12138
Hounslow,age34,5025,service,11345
Hounslow,age34,5025,sales,11117
Hounslow,age34,5025,manual,10067
Hounslow,age34,5025,elementary,18636
Hounslow,age35,5325,management,17914
Hounslow,age35,5325,professional,27755
Hounslow,age35,5325,technical,17668
Hounslow,age35,5325,admin,12160
Hounslow,age35,5325,skilledTrade,12138
Hounslow,age35,5325,service,11345
Hounslow,age35,5325,sales,11117
Hounslow,age35,5325,manual,10067
Hounslow,age35,5325,elementary,18636
Hounslow,age36,5156,management,17914
Hounslow,age36,5156,professional,27755
Hounslow,age36,5156,technical,17668
Hounslow,age36,5156,admin,12160
Hounslow,age36,5156,skilledTrade,12138
Hounslow,age36,5156,service,11345
Hounslow,age36,5156,sales,11117
Hounslow,age36,5156,manual,10067
Hounslow,age36,5156,elementary,18636
Hounslow,age37,5129,management,17914
Hounslow,age37,5129,professional,27755
Hounslow,age37,5129,technical,17668
Hounslow,age37,5129,admin,12160
Hounslow,age37,5129,skilledTrade,12138
Hounslow,age37,5129,service,11345
Hounslow,age37,5129,sales,11117
Hounslow,age37,5129,manual,10067
Hounslow,age37,5129,elementary,18636
Hounslow,age38,5165,management,17914
Hounslow,age38,5165,professional,27755
Hounslow,age38,5165,technical,17668
Hounslow,age38,5165,admin,12160
Hounslow,age38,5165,skilledTrade,12138
Hounslow,age38,5165,service,11345
Hounslow,age38,5165,sales,11117
Hounslow,age38,5165,manual,10067
Hounslow,age38,5165,elementary,18636
Hounslow,age39,5127,management,17914
Hounslow,age39,5127,professional,27755
Hounslow,age39,5127,technical,17668
Hounslow,age39,5127,admin,12160
Hounslow,age39,5127,skilledTrade,12138
Hounslow,age39,5127,service,11345
Hounslow,age39,5127,sales,11117
Hounslow,age39,5127,manual,10067
Hounslow,age39,5127,elementary,18636
Hounslow,age40,5201,management,17914
Hounslow,age40,5201,professional,27755
Hounslow,age40,5201,technical,17668
Hounslow,age40,5201,admin,12160
Hounslow,age40,5201,skilledTrade,12138
Hounslow,age40,5201,service,11345
Hounslow,age40,5201,sales,11117
Hounslow,age40,5201,manual,10067
Hounslow,age40,5201,elementary,18636
Hounslow,age41,5148,management,17914
Hounslow,age41,5148,professional,27755
Hounslow,age41,5148,technical,17668
Hounslow,age41,5148,admin,12160
Hounslow,age41,5148,skilledTrade,12138
Hounslow,age41,5148,service,11345
Hounslow,age41,5148,sales,11117
Hounslow,age41,5148,manual,10067
Hounslow,age41,5148,elementary,18636
Hounslow,age42,4759,management,17914
Hounslow,age42,4759,professional,27755
Hounslow,age42,4759,technical,17668
Hounslow,age42,4759,admin,12160
Hounslow,age42,4759,skilledTrade,12138
Hounslow,age42,4759,service,11345
Hounslow,age42,4759,sales,11117
Hounslow,age42,4759,manual,10067
Hounslow,age42,4759,elementary,18636
Hounslow,age43,4601,management,17914
Hounslow,age43,4601,professional,27755
Hounslow,age43,4601,technical,17668
Hounslow,age43,4601,admin,12160
Hounslow,age43,4601,skilledTrade,12138
Hounslow,age43,4601,service,11345
Hounslow,age43,4601,sales,11117
Hounslow,age43,4601,manual,10067
Hounslow,age43,4601,elementary,18636
Hounslow,age44,4449,management,17914
Hounslow,age44,4449,professional,27755
Hounslow,age44,4449,technical,17668
Hounslow,age44,4449,admin,12160
Hounslow,age44,4449,skilledTrade,12138
Hounslow,age44,4449,service,11345
Hounslow,age44,4449,sales,11117
Hounslow,age44,4449,manual,10067
Hounslow,age44,4449,elementary,18636
Hounslow,age45,4384,management,17914
Hounslow,age45,4384,professional,27755
Hounslow,age45,4384,technical,17668
Hounslow,age45,4384,admin,12160
Hounslow,age45,4384,skilledTrade,12138
Hounslow,age45,4384,service,11345
Hounslow,age45,4384,sales,11117
Hounslow,age45,4384,manual,10067
Hounslow,age45,4384,elementary,18636
Hounslow,age46,4168,management,17914
Hounslow,age46,4168,professional,27755
Hounslow,age46,4168,technical,17668
Hounslow,age46,4168,admin,12160
Hounslow,age46,4168,skilledTrade,12138
Hounslow,age46,4168,service,11345
Hounslow,age46,4168,sales,11117
Hounslow,age46,4168,manual,10067
Hounslow,age46,4168,elementary,18636
Hounslow,age47,4141,management,17914
Hounslow,age47,4141,professional,27755
Hounslow,age47,4141,technical,17668
Hounslow,age47,4141,admin,12160
Hounslow,age47,4141,skilledTrade,12138
Hounslow,age47,4141,service,11345
Hounslow,age47,4141,sales,11117
Hounslow,age47,4141,manual,10067
Hounslow,age47,4141,elementary,18636
Hounslow,age48,4102,management,17914
Hounslow,age48,4102,professional,27755
Hounslow,age48,4102,technical,17668
Hounslow,age48,4102,admin,12160
Hounslow,age48,4102,skilledTrade,12138
Hounslow,age48,4102,service,11345
Hounslow,age48,4102,sales,11117
Hounslow,age48,4102,manual,10067
Hounslow,age48,4102,elementary,18636
Hounslow,age49,4112,management,17914
Hounslow,age49,4112,professional,27755
Hounslow,age49,4112,technical,17668
Hounslow,age49,4112,admin,12160
Hounslow,age49,4112,skilledTrade,12138
Hounslow,age49,4112,service,11345
Hounslow,age49,4112,sales,11117
Hounslow,age49,4112,manual,10067
Hounslow,age49,4112,elementary,18636
Hounslow,age50,4008,management,17914
Hounslow,age50,4008,professional,27755
Hounslow,age50,4008,technical,17668
Hounslow,age50,4008,admin,12160
Hounslow,age50,4008,skilledTrade,12138
Hounslow,age50,4008,service,11345
Hounslow,age50,4008,sales,11117
Hounslow,age50,4008,manual,10067
Hounslow,age50,4008,elementary,18636
Hounslow,age51,3851,management,17914
Hounslow,age51,3851,professional,27755
Hounslow,age51,3851,technical,17668
Hounslow,age51,3851,admin,12160
Hounslow,age51,3851,skilledTrade,12138
Hounslow,age51,3851,service,11345
Hounslow,age51,3851,sales,11117
Hounslow,age51,3851,manual,10067
Hounslow,age51,3851,elementary,18636
Hounslow,age52,3867,management,17914
Hounslow,age52,3867,professional,27755
Hounslow,age52,3867,technical,17668
Hounslow,age52,3867,admin,12160
Hounslow,age52,3867,skilledTrade,12138
Hounslow,age52,3867,service,11345
Hounslow,age52,3867,sales,11117
Hounslow,age52,3867,manual,10067
Hounslow,age52,3867,elementary,18636
Hounslow,age53,3705,management,17914
Hounslow,age53,3705,professional,27755
Hounslow,age53,3705,technical,17668
Hounslow,age53,3705,admin,12160
Hounslow,age53,3705,skilledTrade,12138
Hounslow,age53,3705,service,11345
Hounslow,age53,3705,sales,11117
Hounslow,age53,3705,manual,10067
Hounslow,age53,3705,elementary,18636
Hounslow,age54,3511,management,17914
Hounslow,age54,3511,professional,27755
Hounslow,age54,3511,technical,17668
Hounslow,age54,3511,admin,12160
Hounslow,age54,3511,skilledTrade,12138
Hounslow,age54,3511,service,11345
Hounslow,age54,3511,sales,11117
Hounslow,age54,3511,manual,10067
Hounslow,age54,3511,elementary,18636
Hounslow,age55,3560,management,17914
Hounslow,age55,3560,professional,27755
Hounslow,age55,3560,technical,17668
Hounslow,age55,3560,admin,12160
Hounslow,age55,3560,skilledTrade,12138
Hounslow,age55,3560,service,11345
Hounslow,age55,3560,sales,11117
Hounslow,age55,3560,manual,10067
Hounslow,age55,3560,elementary,18636
Hounslow,age56,3384,management,17914
Hounslow,age56,3384,professional,27755
Hounslow,age56,3384,technical,17668
Hounslow,age56,3384,admin,12160
Hounslow,age56,3384,skilledTrade,12138
Hounslow,age56,3384,service,11345
Hounslow,age56,3384,sales,11117
Hounslow,age56,3384,manual,10067
Hounslow,age56,3384,elementary,18636
Hounslow,age57,3333,management,17914
Hounslow,age57,3333,professional,27755
Hounslow,age57,3333,technical,17668
Hounslow,age57,3333,admin,12160
Hounslow,age57,3333,skilledTrade,12138
Hounslow,age57,3333,service,11345
Hounslow,age57,3333,sales,11117
Hounslow,age57,3333,manual,10067
Hounslow,age57,3333,elementary,18636
Hounslow,age58,3141,management,17914
Hounslow,age58,3141,professional,27755
Hounslow,age58,3141,technical,17668
Hounslow,age58,3141,admin,12160
Hounslow,age58,3141,skilledTrade,12138
Hounslow,age58,3141,service,11345
Hounslow,age58,3141,sales,11117
Hounslow,age58,3141,manual,10067
Hounslow,age58,3141,elementary,18636
Hounslow,age59,2952,management,17914
Hounslow,age59,2952,professional,27755
Hounslow,age59,2952,technical,17668
Hounslow,age59,2952,admin,12160
Hounslow,age59,2952,skilledTrade,12138
Hounslow,age59,2952,service,11345
Hounslow,age59,2952,sales,11117
Hounslow,age59,2952,manual,10067
Hounslow,age59,2952,elementary,18636
Hounslow,age60,2924,management,17914
Hounslow,age60,2924,professional,27755
Hounslow,age60,2924,technical,17668
Hounslow,age60,2924,admin,12160
Hounslow,age60,2924,skilledTrade,12138
Hounslow,age60,2924,service,11345
Hounslow,age60,2924,sales,11117
Hounslow,age60,2924,manual,10067
Hounslow,age60,2924,elementary,18636
Hounslow,age61,2894,management,17914
Hounslow,age61,2894,professional,27755
Hounslow,age61,2894,technical,17668
Hounslow,age61,2894,admin,12160
Hounslow,age61,2894,skilledTrade,12138
Hounslow,age61,2894,service,11345
Hounslow,age61,2894,sales,11117
Hounslow,age61,2894,manual,10067
Hounslow,age61,2894,elementary,18636
Hounslow,age62,2653,management,17914
Hounslow,age62,2653,professional,27755
Hounslow,age62,2653,technical,17668
Hounslow,age62,2653,admin,12160
Hounslow,age62,2653,skilledTrade,12138
Hounslow,age62,2653,service,11345
Hounslow,age62,2653,sales,11117
Hounslow,age62,2653,manual,10067
Hounslow,age62,2653,elementary,18636
Hounslow,age63,2376,management,17914
Hounslow,age63,2376,professional,27755
Hounslow,age63,2376,technical,17668
Hounslow,age63,2376,admin,12160
Hounslow,age63,2376,skilledTrade,12138
Hounslow,age63,2376,service,11345
Hounslow,age63,2376,sales,11117
Hounslow,age63,2376,manual,10067
Hounslow,age63,2376,elementary,18636
Hounslow,age64,2474,management,17914
Hounslow,age64,2474,professional,27755
Hounslow,age64,2474,technical,17668
Hounslow,age64,2474,admin,12160
Hounslow,age64,2474,skilledTrade,12138
Hounslow,age64,2474,service,11345
Hounslow,age64,2474,sales,11117
Hounslow,age64,2474,manual,10067
Hounslow,age64,2474,elementary,18636
Islington,age16,1758,management,17439
Islington,age16,1758,professional,39312
Islington,age16,1758,technical,22879
Islington,age16,1758,admin,7333
Islington,age16,1758,skilledTrade,4945
Islington,age16,1758,service,6756
Islington,age16,1758,sales,5601
Islington,age16,1758,manual,3496
Islington,age16,1758,elementary,7211
Islington,age17,1808,management,17439
Islington,age17,1808,professional,39312
Islington,age17,1808,technical,22879
Islington,age17,1808,admin,7333
Islington,age17,1808,skilledTrade,4945
Islington,age17,1808,service,6756
Islington,age17,1808,sales,5601
Islington,age17,1808,manual,3496
Islington,age17,1808,elementary,7211
Islington,age18,2409,management,17439
Islington,age18,2409,professional,39312
Islington,age18,2409,technical,22879
Islington,age18,2409,admin,7333
Islington,age18,2409,skilledTrade,4945
Islington,age18,2409,service,6756
Islington,age18,2409,sales,5601
Islington,age18,2409,manual,3496
Islington,age18,2409,elementary,7211
Islington,age19,2840,management,17439
Islington,age19,2840,professional,39312
Islington,age19,2840,technical,22879
Islington,age19,2840,admin,7333
Islington,age19,2840,skilledTrade,4945
Islington,age19,2840,service,6756
Islington,age19,2840,sales,5601
Islington,age19,2840,manual,3496
Islington,age19,2840,elementary,7211
Islington,age20,3046,management,17439
Islington,age20,3046,professional,39312
Islington,age20,3046,technical,22879
Islington,age20,3046,admin,7333
Islington,age20,3046,skilledTrade,4945
Islington,age20,3046,service,6756
Islington,age20,3046,sales,5601
Islington,age20,3046,manual,3496
Islington,age20,3046,elementary,7211
Islington,age21,3276,management,17439
Islington,age21,3276,professional,39312
Islington,age21,3276,technical,22879
Islington,age21,3276,admin,7333
Islington,age21,3276,skilledTrade,4945
Islington,age21,3276,service,6756
Islington,age21,3276,sales,5601
Islington,age21,3276,manual,3496
Islington,age21,3276,elementary,7211
Islington,age22,3526,management,17439
Islington,age22,3526,professional,39312
